line_item_id,order_id,product_id,quantity
349,75,34,12
350,75,48,20
351,76,46,10
352,77,59,15
353,77,26,17
354,77,46,8
355,77,30,9
356,77,12,12
357,77,9,15
358,77,34,5
359,78,50,9
360,78,24,5
361,79,53,15
362,79,34,13
363,79,33,7
364,79,46,14
365,79,49,12
366,79,55,6
367,80,16,15
368,80,44,16
369,80,54,14
370,80,27,8
371,80,45,16
372,81,7,7
373,81,40,18
374,82,10,17
375,82,37,13
376,82,36,20
377,82,23,7
378,82,20,6
379,82,29,10
380,82,39,2
381,82,12,19
382,83,56,5
383,83,50,17
384,83,24,13
385,83,9,11
386,83,22,12
387,83,5,13
388,84,21,11
389,84,12,6
390,85,9,18
391,85,40,12
392,85,52,14
393,85,32,15
394,86,40,5
395,86,53,1
396,86,27,1
397,86,21,3
398,86,3,2
399,86,35,11
400,87,32,3
401,88,49,19
402,88,60,19
403,88,27,14
404,88,18,1
405,88,57,1
406,88,27,20
407,88,59,9
408,89,26,11
409,89,15,4
410,90,57,8
411,90,28,5
412,90,54,20
413,90,49,11
414,90,32,20
415,90,32,12
416,90,44,7
417,90,50,18
418,91,17,19
419,91,6,2
420,91,37,19
421,91,21,6
422,92,41,10
423,92,36,12
424,92,47,6
425,93,15,8
426,93,30,13
427,93,29,12
428,93,59,3
429,93,13,11
430,93,33,13
431,94,18,6
432,95,37,17
433,96,55,17
434,96,18,17
435,96,34,1
436,96,20,1
437,97,37,7
438,97,37,17
439,97,21,5
440,98,37,4
441,99,51,17
442,100,12,19
443,101,10,18
444,101,4,6
445,102,11,3
446,102,41,5
447,102,22,9
448,102,20,18
449,102,13,9
450,102,2,8
451,102,4,7
452,103,29,12
453,103,1,4
454,104,26,14
455,104,10,14
456,105,53,9
457,105,24,11
458,105,14,6
459,105,51,20
460,106,53,8
461,106,33,4
462,106,56,17
463,106,56,4
464,106,40,9
465,106,31,10
466,106,30,1
467,106,36,20
468,107,11,16
469,107,5,16
470,107,44,20
471,107,8,13
472,107,42,2
473,107,39,20
474,108,7,17
475,109,17,20
476,109,34,14
477,109,30,16
478,109,24,16
479,109,30,14
480,109,40,11
481,110,29,19
482,110,40,3
483,111,14,5
484,111,30,4
485,111,3,17
486,111,16,2
487,111,29,3
488,111,28,6
489,111,15,7
490,112,20,12
491,112,40,8
492,112,6,10
493,112,16,1
494,112,5,17
495,112,7,7
496,112,60,17
497,113,35,18
498,113,55,3
499,113,60,9
500,113,13,15
501,113,30,1
502,113,9,16
503,113,36,13
504,114,33,5
505,114,29,11
506,114,42,15
507,115,5,6
508,115,60,1
509,115,8,10
510,115,24,2
511,115,18,3
512,115,22,11
513,115,24,5
514,116,5,1
515,116,22,12
516,116,51,8
517,116,54,14
518,117,41,17
519,117,4,12
520,117,39,16
521,117,47,6
522,118,53,2
523,118,52,2
524,118,10,2
525,118,27,12
526,118,7,14
527,118,11,6
528,118,58,20
529,119,58,10
530,119,56,16
531,119,19,17
532,119,11,13
533,119,28,6
534,119,8,10
535,120,28,16
536,120,15,8
537,120,33,5
538,120,26,7
539,120,21,14
540,121,6,8
541,121,9,1
542,122,35,18
543,122,3,7
544,122,48,14
545,123,22,13
546,123,10,7
547,123,29,11
548,124,25,1
549,124,22,9
550,124,7,8
551,124,10,4
552,124,52,15
553,125,53,20
554,125,58,14
555,125,4,13
556,125,46,11
557,125,17,2
558,126,25,13
559,126,11,14
560,126,56,16
561,126,50,20
562,126,17,14
563,127,38,9
564,127,31,12
565,127,46,3
566,127,11,11
567,128,47,15
568,128,42,19
569,128,25,13
570,128,25,17
571,128,36,2
572,128,55,18
573,128,16,15
574,129,37,5
575,129,25,3
576,129,56,16
577,129,60,19
578,129,55,18
579,129,26,14
580,129,1,20
581,129,11,11
582,130,8,8
583,130,44,20
584,130,2,14
585,131,34,5
586,131,43,1
587,131,27,9
588,132,37,1
589,132,39,7
590,132,10,20
591,133,48,16
592,133,15,10
593,133,2,13
594,133,57,13
595,134,40,4
596,134,2,19
597,135,5,13
598,135,48,19
599,135,53,14
600,135,2,14
601,135,31,7
602,135,11,10
603,135,13,16
604,135,49,15
605,136,32,11
606,137,22,5
607,137,9,14
608,137,60,17
609,137,15,9
610,137,27,15
611,137,58,15
612,137,27,7
613,137,6,2
614,138,3,16
615,138,2,15
616,138,9,10
617,139,57,15
618,139,26,16
619,139,41,15
620,139,18,11
621,139,44,9
622,140,49,1
623,140,32,19
624,140,18,13
625,140,24,17
626,141,52,3
627,141,11,15
628,141,53,11
629,142,38,16
630,142,17,9
631,142,46,12
632,142,25,8
633,142,56,8
634,142,22,8
635,142,24,6
636,143,55,17
637,144,6,16
638,145,41,2
639,145,32,15
640,145,23,17
641,145,21,14
642,145,29,11
643,145,11,20
644,145,9,11
645,146,23,4
646,146,52,13
647,146,32,4
648,146,55,9
649,146,19,19
650,147,21,10
651,147,40,15
652,147,10,2
653,148,1,10
654,148,21,11
655,149,41,6
656,150,32,13
657,150,33,10
658,150,57,12
659,150,3,11
660,150,8,20
661,150,1,13
662,150,28,13
663,150,57,19
664,151,53,14
665,151,58,14
666,151,48,14
667,152,44,19
668,152,12,3
669,152,48,6
670,152,55,17
671,152,15,5
672,153,15,6
673,153,13,12
674,153,44,4
675,153,15,6
676,154,25,18
677,154,60,9
678,154,31,15
679,154,45,12
680,154,52,19
681,154,20,18
682,154,41,18
683,155,6,9
684,155,41,10
685,155,25,9
686,155,17,4
687,155,16,12
688,155,52,11
689,155,6,19
690,155,51,1
691,156,18,4
692,156,29,7
693,156,2,18
694,156,30,1
695,156,53,20
696,156,48,8
697,157,6,10
698,157,13,16
699,157,50,7
700,157,3,5
701,157,33,17
702,157,37,6
703,158,52,15
704,158,38,5
705,158,24,15
706,159,47,14
707,159,51,9
708,160,20,18
709,160,4,4
710,160,11,4
711,160,54,20
712,160,15,11
713,160,19,13
714,160,17,11
715,161,17,14
716,162,5,14
717,162,4,13
718,162,41,5
719,162,55,18
720,162,58,18
721,163,50,15
722,163,3,5
723,163,17,1
724,163,55,19
725,163,3,20
726,163,52,5
727,163,45,4
728,163,19,6
729,164,13,17
730,165,55,4
731,165,58,8
732,165,3,7
733,166,22,3
734,166,31,6
735,166,30,10
736,166,10,18
737,166,45,2
738,166,56,14
739,166,51,7
740,167,42,3
741,167,57,3
742,167,40,9
743,168,9,19
744,168,19,4
745,168,50,11
746,168,15,11
747,168,9,11
748,169,48,11
749,169,60,1
750,170,6,11
751,170,19,16
752,170,39,11
753,170,31,9
754,170,56,3
755,170,26,17
756,171,3,19
757,171,24,4
758,171,57,12
759,171,13,2
760,171,31,16
761,171,11,15
762,171,24,12
763,171,49,15
764,172,8,11
765,172,36,17
766,172,37,8
767,172,9,11
768,173,22,10
769,173,23,19
770,173,14,15
771,173,4,13
772,173,46,13
773,173,14,16
774,173,52,20
775,173,31,10
776,174,32,1
777,175,12,20
778,176,39,11
779,176,31,14
780,176,18,8
781,177,40,9
782,178,24,8
783,178,37,7
784,178,60,17
785,179,20,17
786,179,48,11
787,180,29,18
788,180,27,13
789,180,4,15
790,181,10,5
791,181,10,6
792,181,58,5
793,181,1,17
794,181,51,11
795,181,19,8
796,181,17,1
797,181,13,11
798,182,45,7
799,182,7,20
800,182,6,12
801,182,34,18
802,182,38,14
803,182,19,15
804,182,17,14
805,182,56,18
806,183,10,4
807,183,26,15
808,183,27,1
809,183,12,9
810,184,1,3
811,184,35,13
812,184,52,19
813,184,25,16
814,184,32,20
815,184,39,19
816,184,42,8
817,184,21,7
818,185,46,2
819,185,58,18
820,185,45,5
821,185,49,13
822,185,11,6
823,185,44,8
824,186,58,1
825,186,9,3
826,187,11,14
827,187,42,2
828,187,27,3
829,187,57,11
830,187,43,8
831,187,14,18
832,187,37,19
833,188,18,5
834,188,5,16
835,188,55,3
836,188,9,14
837,189,40,12
838,190,40,8
839,190,45,3
840,190,11,17
841,190,51,14
842,190,53,14
843,190,39,16
844,191,59,15
845,191,35,18
846,192,12,6
847,193,52,11
848,193,7,14
849,193,58,5
850,193,43,6
851,193,12,19
852,193,20,9
853,194,21,12
854,194,38,4
855,194,37,9
856,194,57,3
857,195,59,20
858,195,33,16
859,196,19,7
860,196,4,17
861,196,39,4
862,196,46,14
863,196,10,7
864,196,26,9
865,197,52,7
866,197,9,15
867,197,28,12
868,197,6,14
869,197,11,6
870,197,10,20
871,197,6,20
872,198,18,3
873,198,43,13
874,198,26,16
875,198,25,4
876,198,12,1
877,198,1,9
878,199,38,1
879,199,42,12
880,199,55,9
881,200,1,13
882,200,50,7
883,200,40,20
884,200,1,20
885,200,14,3
886,201,44,12
887,201,12,9
888,201,26,2
889,202,24,15
890,202,25,3
891,202,32,5
892,202,59,8
893,202,33,14
894,203,54,16
895,203,14,15
896,203,44,18
897,203,29,11
898,203,51,19
899,203,44,15
900,203,19,6
901,203,52,12
902,204,37,19
903,204,2,10
904,204,13,6
905,204,57,7
906,204,58,13
907,204,26,6
908,205,6,11
909,205,30,13
910,206,14,13
911,206,28,2
912,206,38,2
913,206,45,3
914,206,36,16
915,207,29,17
916,207,16,20
917,207,10,13
918,207,53,10
919,208,2,18
920,208,60,14
921,208,39,7
922,208,54,20
923,208,12,15
924,208,5,8
925,208,14,13
926,208,16,20
927,209,7,10
928,210,17,19
929,210,25,15
930,210,14,14
931,210,50,19
932,210,26,20
933,210,8,1
934,210,25,19
935,211,53,1
936,211,50,16
937,211,5,20
938,212,15,3
939,212,49,16
940,212,4,6
941,213,13,11
942,213,2,6
943,213,55,9
944,213,37,13
945,213,55,7
946,213,35,11
947,214,8,6
948,214,29,18
949,215,11,15
950,215,7,18
951,215,38,5
952,215,43,20
953,215,21,7
954,215,35,11
955,215,21,17
956,215,55,15
957,216,23,10
958,216,28,12
959,217,54,19
960,217,12,16
961,217,18,9
962,217,15,11
963,217,10,15
964,217,30,8
965,218,10,20
966,219,31,3
967,219,13,10
968,219,50,15
969,219,19,8
970,220,24,2
971,220,26,16
972,220,9,5
973,220,15,13
974,221,39,19
975,221,58,10
976,221,37,17
977,221,1,6
978,221,38,3
979,222,27,9
980,222,19,19
981,222,9,4
982,222,5,7
983,222,10,11
984,222,53,20
985,223,10,4
986,223,7,5
987,223,6,12
988,223,7,18
989,223,15,16
990,223,3,2
991,224,23,13
992,224,48,12
993,224,57,1
994,225,31,7
995,226,17,7
996,226,14,4
997,226,23,20
998,226,57,1
999,226,17,3
1000,226,4,20
1001,226,60,11
1002,227,20,13
1003,227,11,1
1004,227,5,3
1005,228,8,7
1006,228,26,11
1007,228,48,9
1008,228,59,12
1009,228,21,20
1010,229,25,8
1011,229,24,15
1012,229,22,9
1013,229,34,6
1014,229,2,9
1015,229,59,15
1016,229,28,16
1017,230,17,10
1018,230,16,2
1019,230,31,5
1020,230,31,19
1021,231,58,12
1022,231,53,15
1023,231,5,17
1024,231,2,19
1025,231,38,7
1026,231,45,13
1027,232,8,13
1028,232,45,1
1029,232,38,13
1030,232,20,19
1031,232,15,20
1032,233,44,11
1033,233,50,15
1034,233,29,4
1035,233,60,9
1036,233,56,4
1037,233,10,17
1038,234,30,18
1039,234,2,19
1040,234,16,19
1041,234,41,2
1042,234,32,20
1043,234,48,1
1044,235,31,4
1045,235,13,18
1046,235,14,18
1047,235,40,2
1048,235,19,14
1049,236,11,13
1050,236,36,11
1051,236,32,7
1052,236,42,12
1053,236,34,20
1054,236,56,1
1055,236,22,2
1056,236,56,7
1057,237,26,3
1058,237,25,10
1059,238,2,10
1060,238,50,14
1061,238,36,2
1062,238,55,18
1063,238,47,4
1064,238,14,4
1065,239,10,11
1066,239,46,9
1067,239,43,12
1068,239,38,8
1069,239,18,12
1070,239,7,20
1071,239,45,10
1072,239,6,16
1073,240,17,1
1074,240,50,5
1075,240,29,18
1076,240,49,6
1077,240,37,12
1078,240,21,10
1079,240,36,8
1080,241,12,9
1081,241,45,4
1082,241,1,18
1083,241,47,17
1084,242,58,5
1085,242,8,15
1086,242,6,9
1087,243,2,19
1088,243,15,18
1089,243,53,12
1090,243,10,20
1091,243,34,6
1092,243,50,11
1093,244,35,6
1094,244,45,14
1095,244,57,4
1096,244,54,1
1097,244,16,3
1098,244,4,5
1099,245,16,4
1100,246,46,18
1101,246,7,3
1102,246,15,16
1103,246,23,3
1104,246,5,6
1105,247,35,18
1106,247,14,14
1107,248,2,6
1108,249,6,19
1109,249,46,1
